tipooperador,empresabandera,razonsocial,cuit,direccion,localidad,provincia,Longitude,Latitude
Combustibles líquidos únicamente,DAPSA S.A.,ROSSI EMILIO ROQUE,20-06122692-4,RIVADAVIA 1508,BIGAND,SANTA FE,-61.186059,-33.375463
Combustibles líquidos únicamente,YPF,REALI HERMANOS SOCIEDAD COLECTIVA,30-51870625-6,RUTA 22 - KM. 733,MEDANOS,BUENOS AIRES,-62.70155,-38.82155
Combustibles líquidos únicamente,YPF,FRIAS OSVALDO RUBEN,20-05266355-6,AVIADOR ORIGONE 93,VILLA MERCEDES,SAN LUIS,-65.45709,-33.66196
Combustibles líquidos únicamente,YPF,NELLY S. DE FERNANDEZ E HIJOS S.H.,30-62818113-2,SAN MARTIN 377,MELINCUE,SANTA FE,-61.45637,-33.65869
Combustibles líquidos únicamente,YPF,PROODOS SA,30-51870762-7,AV. JUAN B. JUSTO 5315,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.47265,-34.61401
Combustibles líquidos únicamente,YPF,PETROFRIAS S.R.L.,30-67506325-3,PTE.VICTORINO DE LA PLAZA 635 PTE.VICTORINO DE LA PLAZA 635,FRIAS,SANTIAGO DEL ESTERO,-65.12128,-28.63088
Combustibles líquidos únicamente,YPF,NELLY S. DE FERNANDEZ E HIJOS S.H.,30-62818113-2,"RUTA NACIONAL 8 KM 301,5",HUGUES,SANTA FE,-61.32343,-33.80805
Sólo GNC,BLANCA,SINTER GAS S.A.,30-64991474-1,Calle 72 1453,LA PLATA,BUENOS AIRES,-57.94568,-34.946813
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,VALLE MARÍA S.R.L,30-70731706-6,"Ruta 11 Km 31,5",VILLA VALLE MARIA,ENTRE RIOS,-60.58563,-32.002635
Duales (líquidos + GNC),YPF,"CARABONI, KRALJEVICH Y DI DIO SH",30-52321665-8,BARTOLOME MITRE 1401,LUJAN,BUENOS AIRES,-59.10289,-34.57082
Duales (líquidos + GNC),YPF,"CARABONI, KRALJEVICH Y DI DIO SH",30-52321665-8,CARLOS PALLEGRINI 652,LUJAN,BUENOS AIRES,-59.11044,-34.5599
Combustibles líquidos únicamente,YPF,BOYACA C.I.S.A.,30-53738787-0,AV.ELCANO 4000,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.4603,-34.58278
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,SAND Y ALBRECHTSEN S.A.C.I.F.I.E I.,30-52979970-1,AVENIDA SARMIENTO 1002,OBERA,MISIONES,-55.12291,-27.48553
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,SAND Y ALBRECHTSEN S.A.C.I.F.E I.,30-52979970-1,AVENIDA BELTRAME Y RUTA NAC. 14,OBERA,MISIONES,-55.101832,-27.491237
Duales (líquidos + GNC),YPF,TRECONT  S.A.,30-70457739-3,RUTA 9 ESQ. CORRRIENTES - JESÚS MARÍA -,JESUS MARIA,CORDOBA,-64.08457,-30.9777
Combustibles líquidos únicamente,YPF,"MUÑOZ, JOSE JESUS",20-12783280-4,RUTA PROVINCIAL 82 KM. 1096,LUJAN DE CUYO,MENDOZA,-69.19568,-32.96232
Combustibles líquidos únicamente,YPF,SERVICIOS LOS CARDALES SRL,30-68631428-2,LIBERTADOR SAN MARTIN Y MORENO,LOS CARDALES,BUENOS AIRES,-58.98814,-34.32953
Combustibles líquidos únicamente,YPF,ESTACIÓN DE SERVICIO SAAVEDRA S.R.L.,30-55974293-3,CRISÓLOGO LARRALDE 4688,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.48889,-34.55999
Combustibles líquidos únicamente,BLANCA,DRAPICH GUSTAVO Y SUC. DE DRAPICH MARCELO S. H.,30-63030190-0,RUTA NACIONAL Nº 8 KM 274,COLON,BUENOS AIRES,-61.08351,-33.92155
Duales (líquidos + GNC),BLANCA,JOAQUIN MARTINS,20-13720176-4,INTENDENTE CONSTANTINI Y LISANDRO DE LA TORRE,ARROYO SECO,SANTA FE,-60.504569,-33.15419
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,"SOLANO, MIGUEL ANGEL",20-04696333-5,CALLE 47 Y 17,COLON,BUENOS AIRES,-61.101907,-33.894609
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,"SOLANO, MIGUEL ANGEL",20-04696333-5,Calle 42 y 19 S/N,COLON,BUENOS AIRES,-61.10513,-33.88979
Duales (líquidos + GNC),SHELL C.A.P.S.A.,ESTACION RAFAEL NUÑEZ S.A.,30-68232171-3,RICARDO ROJAS 6834,CORDOBA,CORDOBA,-64.255038,-31.341084
Duales (líquidos + GNC),YPF,PETROMADRID S.A,33-70736661-9,AV. MADRID 2394,CORDOBA,CORDOBA,-64.169,-31.43663
Sólo GNC,BLANCA,PALDEN S.A.,30-70813969-2,CORREA 505,TUPUNGATO,MENDOZA,-69.146238,-33.359863
Combustibles líquidos únicamente,YPF,IGNIS SRL,30-70840278-4,SAN MARTIN 676,GODOY CRUZ,MENDOZA,-68.84666,-32.91744
Duales (líquidos + GNC),YPF,REGI GRUPO S.A.,30-67531170-2,Velez Sarsfield 205,AGUILARES,TUCUMAN,-65.60995,-27.42947
Duales (líquidos + GNC),YPF,LA CUARTA S.A.,33-69846106-9,"Autopista Rosario Córdoba Km 665, dirección sur",RIO SEGUNDO,CORDOBA,-63.8568,-31.65232
Combustibles líquidos únicamente,YPF,HUACALERA SRL,30-55585497-4,Av. Juan de Garay 2780,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.40336,-34.62915
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,BERON DE ASTRADA Y R. PERAZZO,CURUZU CUATIA,CORRIENTES,-58.06368,-29.78984
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,GÜEMES Y BRACHIERI,CAFAYATE,SALTA,-65.97454,-26.06868
Duales (líquidos + GNC),BLANCA,ESTACIÓN DE SERVICIO SAN LUIS SRL,30-54096008-5,SAN LUIS 3187,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.41041,-34.59926
Combustibles líquidos únicamente,YPF,DON JUAN SRL,30-68663991-2,JUAN BAUTISTA ALBERDI 656,RIO HONDO,SANTIAGO DEL ESTERO,-64.863283,-27.496167
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,RUTA NACIONAL 14 KM. 1435,BERNARDO DE IRYGOYEN,MISIONES,-53.64826,-26.26158
Combustibles líquidos únicamente,BLANCA,LAFUENTE COMBUSTIBLESS.R.L.,30-59607771-0,AVDA. RABANAL 2999,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.437443,-34.66351
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,AV. SAN MARTÍN Y PTE. INTERNACIONAL,PASO DE LOS LIBRES,CORRIENTES,-57.10274,-29.7329
Duales (líquidos + GNC),GULF,LABORANTI S R L,30-61403783-7,RUTA 18 Y AO12 -,PIÑERO,SANTA FE,-60.700273,-33.088413
Duales (líquidos + GNC),YPF,RODRIGUEZ PEÑA 1101 S.A.,30-57633323-0,RODRIGUEZ PEÑA 4901,SAN MARTIN,BUENOS AIRES,-58.53643,-34.59358
Combustibles líquidos únicamente,YPF,SAN JAVIER SERVICIOS S.R.L.,30-69242669-6,RUTA PCIAL N* 1 KM 146,SAN JAVIER,SANTA FE,-59.940594,-30.581613
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,"RUTA NACIONAL 12KM.1638,5",PUERTO IGUAZU,MISIONES,-54.55907,-25.61534
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,BELGRANO Y 25 DE MAYO,VENADO TUERTO,SANTA FE,-61.96668,-33.74576
Duales (líquidos + GNC),YPF,SANTA BARBARA SA,30-64767888-9,AUTOPISTA CORDOBA PILAR KM 692,CORDOBA,CORDOBA,-64.094762,-31.423437
Combustibles líquidos únicamente,YPF,GÜERINO S.A.,30-52324053-2,RUTA 8 KM 17500,VILLA  BALLESTER,BUENOS AIRES,-58.5687,-34.56477
Duales (líquidos + GNC),YPF,SANTA BARBARA SA,30-64767888-9,AUTOPISTA CORDOBA PILAR KM 691,CORDOBA,CORDOBA,-64.088682,-31.425742
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,RUTA 21  KM. 242,SAN NICOLAS,BUENOS AIRES,-60.26975,-33.28927
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,25 DE MAYO Y MENDOZA,CORRIENTES,CORRIENTES,-58.83539,-27.46424
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,RUTA  9  KM. 154,RIO TALA,BUENOS AIRES,-59.6385,-33.78377
Combustibles líquidos únicamente,AXION,AMULEM S.A.,30-67289413-8,RUTA 3 KM 1260,SIERRA GRANDE,RIO NEGRO,-65.353525,-41.61276
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,RUTA NACIONAL 12 KM.1181,CURUZU CUATIA,CORRIENTES,-57.36488,-27.44128
Sólo GNC,PUMA,VARELA GAS S.A.,30-64648165-8,HIPOLITO YRIGOYEN Y SAN MARTIN -,FLORENCIO VARELA,BUENOS AIRES,-58.27835,-34.78957
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,A. COBO Y FERREYRA,RUFINO,SANTA FE,-62.71255,-34.26532
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,RIVADAVIA Y SUIPACHA,SANTA FE,SANTA FE,-60.70278,-31.64031
Duales (líquidos + GNC),YPF,SERVICIOS EAR S.R.L.,30-68632186-6,AV M M GUEMES ESQ EL CRISPIN,LA MATANZA,BUENOS AIRES,-58.53188,-34.72567
Duales (líquidos + GNC),YPF,RED PETROL S.A.,30-63662269-5,AV.CNEL ROCA 6787,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.46858,-34.69622
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,RIVADAVIA Y 25 DE MAYO,SAENZ PEÑA,CHACO,-60.4433,-26.78715
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,AV. SARMIENTO 1350,OBERA,MISIONES,-55.12607,-27.48682
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,CORRIENTES Y PELLEGRINI,CONCORDIA,ENTRE RIOS,-58.01587,-31.3943
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,AV. SANTA FE 705,RAFAELA,SANTA FE,-61.4838,-31.25373
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,AV.MONTES DE OCA Y M.GARCIA,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.3753,-34.63402
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,CÓRDOBA Y COLÓN,POSADAS,MISIONES,-55.89507,-27.36762
Duales (líquidos + GNC),YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,AV.RIVADAVIA 7530,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.47184,-34.63155
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,RUTA NAC.7 KM.62,LUJAN,BUENOS AIRES,-59.0546,-34.5844
Combustibles Líquidos + PRVE,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,godoy cruz 3151,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.42132,-34.57419
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,RUTA 8 KILÓMETRO 171,ARRECIFES,BUENOS AIRES,-60.04981,-34.0723
Duales (líquidos + GNC),REFINOR,ESTACION R.L.(II),27-13006648-3,RUTA 38 Y ROTONDA FAMAILLA,FAMAILLA,TUCUMAN,-65.399233,-27.06403
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,AVDA. SAN MARTIN Y MEDRANO,CARLOS PAZ,CORDOBA,-64.47079,-31.40247
Sólo GNC,BLANCA,G.N.C. CHAVES S.A.,30-70775130-0,Reconquista N° 1085,ADOLFO GONZALEZ CHAVEZ,BUENOS AIRES,-60.110066,-38.020616
Combustibles líquidos únicamente,YPF,BARREIRO GLORIA I.B.DE Y BARREIRO ABEL H.,30-70721938-2,JUAN ELICAGARAY 400,ADOLFO GONZALEZ CHAVEZ,BUENOS AIRES,-60.09683,-38.03389
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,AVDA. REPUBLICA N° 102,CATAMARCA,CATAMARCA,-65.78533,-28.46864
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,GDOR. GUTNISKY 3025,FORMOSA,FORMOSA,-58.19759,-26.1922
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,RUTA NACIONAL 11 KM. 1287,CLORINDA,FORMOSA,-57.73272,-25.32206
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,J.V. GONZALEZ Y LAS HERAS,CHEPES,LA RIOJA,-66.59183,-31.34223
Duales (líquidos + GNC),PUMA,LNG GAS SA,30-70794955-0,GRAL. ROJO 2733,LAFERRERE,BUENOS AIRES,-58.580669,-34.748292
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,AVDA. GRAL PAZ N° 499,CORDOBA,CORDOBA,-64.18459,-31.40942
Duales (líquidos + GNC),YPF,BASSO INDEPENDENCIA S.A.,30-70859253-2,AVDA INDEPENDENCIA 1380,MAR DEL PLATA,BUENOS AIRES,-57.55052,-37.99395
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,BELGRANO 750,HUMAHUACA,JUJUY,-65.34711,-23.20701
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,AVDA. SANTIAGO FUNES Y 25 DE MAYO,JACHAL,SAN JUAN,-68.74112,-30.23882
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,SDOR. PEREZ Y ALVEAR,SAN SALVADOR DE JUJUY,JUJUY,-65.3085,-24.184167
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,AVDA. ESPAÑA 31,LA FALDA,CORDOBA,-64.48689,-31.09359
Combustibles líquidos únicamente,YPF,NUESTRO SOSIEGO SA,30-57223430-0,DONATO ALVAREZ 2290,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.46656,-34.60007
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,25 DE MAYO N° 293,VILLA LA PAZ,MENDOZA,-67.55265,-33.45891
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,RUTA NAC. N° 9 Y 9 DE JULIO,LA QUIACA,JUJUY,-65.59984,-22.10296
Sólo GNC,BLANCA,MASTER GAS S.A.,30-64759906-7,BOEDO 1616,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.415942,-34.633075
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,DALMACIO VELEZ Y COPIAPO,LA RIOJA,LA RIOJA,-66.86009,-29.41638
Duales (líquidos + GNC),SHELL C.A.P.S.A.,ALLGAS S.A.,30-70824280-9,De los Incas 3520,ISIDRO CASANOVA,BUENOS AIRES,-58.57706,-34.69863
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,RUTA N° 9 - KM. 929,OJO DE AGUA,SANTIAGO DEL ESTERO,-63.70104,-29.50556
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,AVDA. ESPAÑA N° 280,RIO CUARTO,CORDOBA,-64.34693,-33.11632
Combustibles líquidos únicamente,YPF,PETROVALLE S.A.,30-57236539-1,AV. SARMIENTO 1128,OBERA,MISIONES,-55.12423,-27.48613
Sólo GNC,BLANCA,GAS & GAS S.A.,30-65016163-3,AV. SAN JUAN 1401,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.385952,-34.622171
Combustibles líquidos únicamente,PUMA,NESTOR RAUL Y NESTOR MARCELO AMBROGIO S.H.,30-71507303-6,Sarmiento 1274,TOTORAS,SANTA FE,-61.172779,-32.587092
Duales (líquidos + GNC),PUMA,COOP DEFENSA DE AGRICULTORES LTDA,30-50787836-5,AVDA. JUAN XXIII Nº 331,CHACABUCO,BUENOS AIRES,-60.48277,-34.64117
Combustibles líquidos únicamente,YPF,PETROVALLE S.A.,30-57236539-1,"RUTA NACIONAL Nª 14, KM. 1124",OBERA,MISIONES,-55.0907,-27.48475
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,SARMIENTO Y BELGRANO,ROSARIO DE LA FRONTERA,SALTA,-64.96985,-25.79937
Sólo GNC,BLANCA,COOP DEFENSA DE AGRICULTORES LTDA,30-50787836-5,"RUTA 7 KM 212,5",CHACABUCO,BUENOS AIRES,-60.507423,-34.623733
Combustibles líquidos únicamente,YPF,MACHAGAI COMBUSTIBLES SRL,30-58821756-2,RUTA NAC.16 Y ACC.PCIA.DE LA PLAZA,PCIA. DE LA PLAZA,CHACO,-59.85003,-27.00752
Duales (líquidos + GNC),SHELL C.A.P.S.A.,RUTA AL OESTE SRL,30-59142058-1,AV JUAN B JUSTO 8490,CAPITAL FEDERAL,CAPITAL FEDERAL,-58.50788,-34.63467
Combustibles líquidos únicamente,YPF,YPF MARTINATTO,30-70708748-6,AVDA. FULVIO PAGANI 1321,ARROYITO,CORDOBA,-63.05029,-31.4235
Combustibles líquidos únicamente,YPF,YPF MARTINATTO,30-70708748-6,RUTA NAC. 19 KM 216,EL FUERTECITO,CORDOBA,-62.96028,-31.40183
Combustibles líquidos únicamente,AXION,SERVICENTRO MALARGÜE S.A.,30-62936048-0,Av. San Martin Norte 1209,MALARGUE,MENDOZA,-69.58617,-35.4559
Combustibles líquidos únicamente,YPF,PETROVALLE S.A.,30-57236539-1,"RUTA NACIONA Nª 14, KM. 1203",ARISTOBULO DEL VALLE,MISIONES,-54.90307,-27.11256
Combustibles líquidos únicamente,YPF,LA CORDILLERA S.R.L.,30-70758722-5,SAN MARTIN 1111,MALARGUE,MENDOZA,-69.58558,-35.47469
Combustibles líquidos únicamente,YPF,AM GAS S.A.,30-70776289-2,Mendoza 3201 0,SANTA FE,SANTA FE,-60.715201,-31.647315
Combustibles líquidos únicamente,YPF,PETROVALLE S.A.,30-57236539-1,"RUTA NACIONAL Nª 14, KM. 1259",SAN VICENTE,MISIONES,-54.50154,-27.00435
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,RIVADAVIA Y MITRE,SALTA,SALTA,-65.41005,-24.78216
Duales (líquidos + GNC),DAPSA S.A.,CIRCUNVALACION SERVICIOS S.A.,30-70877712-5,BAIGORRIA 2630,ROSARIO,SANTA FE,-60.71862,-32.89354
Combustibles líquidos únicamente,YPF,PETROVALLE S.A.,30-57236539-1,8 DE SEPTIEMBRE Y URUGUAY,ARISTOBULO DEL VALLE,MISIONES,-54.83207,-27.08564
Combustibles líquidos únicamente,YPF,AUTOMOVIL CLUB ARGENTINO,30-50014329-7,RUTA PROV. N° 157 - KM. 1072,SAN ANTONIO DE LA PAZ,CATAMARCA,-65.09155,-28.93009
Combustibles líquidos únicamente,YPF,CASA CATTANI S.R.L.,30-52965366-9,HIPÓLITO YRIGOYEN 379,LA CARLOTA,CORDOBA,-63.295965,-33.413694
Combustibles líquidos únicamente,YPF,PETROVALLE S.A.,30-57236539-1,RUTA NACIONAL Nª 14 Y ACCESO CAMPO VIERA,CAMPO VIERA,MISIONES,-55.05366,-27.34193
Combustibles líquidos únicamente,YPF,PETROVALLE S.A.,30-57236539-1,AV. DEL COLONO 0,2 DE MAYO,MISIONES,-54.68721,-27.02556
Combustibles líquidos únicamente,BLANCA,CASA CATTANI S.R.L.,30-52965366-9,AV SABATTINI ESQ. CABRERA,LA CARLOTA,CORDOBA,-63.2853,-33.41363
Duales (líquidos + GNC),YPF,SABY HERMANOS S.R.L.,30-70711867-5,RUTA NAC. 158  KM. 5 RIO CUARTO CBA.,RIO CUARTO,CORDOBA,-64.31488,-33.09271
Combustibles líquidos únicamente,YPF,PETROVALLE S.A.,30-57236539-1,AV. LIBERTADOR 902,SAN VICENTE,MISIONES,-54.48334,-26.9962
Combustibles líquidos únicamente,AXION,"DE LA VEGA, ABELARDO BENJAMIN",20-07816138-9,AV. GUEMES Y AV. TTE. CNEL. MURGA,RAWSON,CHUBUT,-65.092601,-43.295539
Combustibles líquidos únicamente,YPF,PETROVALLE S.A.,30-57236539-1,25 DE MAYO Y GUEMES,SAN PEDRO,MISIONES,-54.11388,-26.62533
Duales (líquidos + GNC),BLANCA,ROSSI EUGENIO ALBERTO,20-10180980-4,AV CROVARA 5353,SAN JUSTO,BUENOS AIRES,-58.550881,-34.707362
Combustibles líquidos únicamente,PUMA,PALOMAS HNOS. S.R.L.,30-63929281-5,SARMIENTO 1640,ALBARDON,SAN JUAN,-68.518341,-31.440781
Duales (líquidos + GNC),SHELL C.A.P.S.A.,PUNTO MITRE S.R.L.,33-70751001-9,AV. MITRE Nº 699,SAN RAFAEL,MENDOZA,-68.320536,-34.619131
Duales (líquidos + GNC),SHELL C.A.P.S.A.,LOS SAUCES S.R.L.,30-67218048-8,Avenida Ballofet 1810,SAN RAFAEL,MENDOZA,-68.358315,-34.62833
Duales (líquidos + GNC),SHELL C.A.P.S.A.,CAR GAS S.R.L.,30-69943647-6,AV. HIPÓLITO IRIGOYEN Nº 1975,SAN RAFAEL,MENDOZA,-68.353608,-34.608376
Combustibles líquidos únicamente,PUMA,PAGELLA Y ARBIZU S.H.,30-68123039-0,RUTA NACIONAL Nº 3 KM 794,H. ASCASUBI,BUENOS AIRES,-62.62986,-39.38967
Combustibles líquidos únicamente,PUMA,PAGELLA ALBERTO JULIO,23-11932218-9,SAN MARTIN 388,H. ASCASUBI,BUENOS AIRES,-62.650313,-39.376835
Combustibles líquidos únicamente,YPF,HACHI SRL,30-71547548-7,mitre 409,JUNIN,MENDOZA,-68.48467,-33.14361
Duales (líquidos + GNC),YPF,ANGELA NESCI SRL,30-70883682-2,RUTA 22 Y TEGUCIGALPA km 1227,NEUQUEN,NEUQUEN,-68.15193,-38.95743
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,CONSTRUCTORA EDIFICAR SA,30-65765065-6,ESTADOS UNIDOS 725,CORRIENTES,CORRIENTES,-58.81284,-27.46775
Duales (líquidos + GNC),YPF,CARISTO HNOS SRL,30-67272534-4,SAN MARTIN 4622,NEUQUEN,NEUQUEN,-68.12344,-38.95489
Duales (líquidos + GNC),PUMA,LIFERNI S.R.L,30-70828850-7,RUTA PROVINCIAL 6 KM. 203,MONTE BUEY,CORDOBA,-62.44737,-32.92602
Combustibles líquidos únicamente,BLANCA,PETROVALLE S.A.,30-57236539-1,RUTA NACIONAL Nª 14 Y ACCESO CAMPO GRANDE,CAMPO GRANDE,MISIONES,-54.97168,-27.21907
Combustibles líquidos únicamente,YPF,ORGANIZACION DELASOIE HNOS. S.A.,30-54699573-5,AVDA.URQUIZA 1530,VILLA ELISA,ENTRE RIOS,-58.40154,-32.16181
Duales (líquidos + GNC),SHELL C.A.P.S.A.,EL MIRADOR SRL,30-61490424-7,SAN ANTONIO NORTE 751,GUALEGUAY,ENTRE RIOS,-59.314301,-33.135758
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,EL MIRADOR S.R.L.,30-61490424-7,RUTA NAC. 12 KM 222,GUALEGUAY,ENTRE RIOS,-59.257754,-33.194338
Combustibles líquidos únicamente,BLANCA,PETROVALLE S.A.,30-57236539-1,RUTA PROVINCIAL Nª 8 Y RUTA Nª 103,SANTA RITA,MISIONES,-54.72804,-27.52373
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,EL MIRADOR S.R.L.,30-61490424-7,PELLEGRINI 143,GUALEGUAYCHU,ENTRE RIOS,-58.51236,-33.010781
Combustibles líquidos únicamente,DAPSA S.A.,ARGENOIL S.R.L.,30-65530469-6,Ruta 36 y Calle 506,ABASTO,BUENOS AIRES,-58.084575,-34.959424
Combustibles líquidos únicamente,YPF,ADOLFO SARTORI S.A.,30-54329476-0,AV. BELGRANO Y CORTI,L.N. ALEM,MISIONES,-55.32677,-27.61131
Combustibles líquidos únicamente,BLANCA,PETROVALLE S.A.,30-57236539-1,"RUTA NACIONAL NÂª 14, KM. 1303",FRACRAN,MISIONES,-54.2976,-26.74347
Combustibles líquidos únicamente,YPF,ADOLFO SARTORI S.A.,30-54329476-0,RUTA NAC. 14 Y PROGRESIVA 851,L.N. ALEM,MISIONES,-55.31413,-27.61489
Combustibles líquidos únicamente,YPF,ADOLFO SARTORI S.A.,30-54329476-0,AV. SANTA CATALINA 5235 Y FRANCIA,POSADAS,MISIONES,-55.91241,-27.39534
Duales (líquidos + GNC),SHELL C.A.P.S.A.,EL MIRADOR S.R.L.,30-61490424-7,GALARZA 1224,CONCEPCION DEL URUGUAY,ENTRE RIOS,-58.241402,-32.48535
Duales (líquidos + GNC),SHELL C.A.P.S.A.,SAN CAYETANO S.R.L.,30-55825164-2,AV. VELEZ SARSFIELD  5000,CORDOBA,CORDOBA,-64.20266,-31.4739
Combustibles líquidos únicamente,YPF,ADOLFO SARTORI S.A.,30-54329476-0,CRUCE RUTA NAC 12 Y PROV 103,SANTA ANA,MISIONES,-55.57585,-27.37801
Combustibles líquidos únicamente,SHELL C.A.P.S.A.,PAMPA DEL INFIERNO COMBUSTIBLES S.R.L.,30-69675072-2,RUTA 16 KM.259,PAMPA DEL INFIERNO,CHACO,-61.168908,-26.513822
Combustibles líquidos únicamente,YPF,SILVIO DERKA E HIJOS S.C.C.,30-59284499-7,SAN MARTIN 600,JUAN JOSE CASTELLI,CHACO,-60.61833,-25.9463
Duales (líquidos + GNC),SHELL C.A.P.S.A.,SANTA ALBINA S.A.,30-70784141-5,PEDRO CONDE 5654,FERREYRA,CORDOBA,-64.109494,-31.46064
Duales (líquidos + GNC),YPF,POURTAU COMBUSTIBLES SA,30-58346093-0,ITUZAINGO 1280,CNEL. BRANDSEN,BUENOS AIRES,-58.23061,-35.17147
Combustibles líquidos únicamente,YPF,DAIMO BOJANICH Y CÍA SRL,30-53187299-8,ALEM Y MARMOL,CAPITAN SARMIENTO,BUENOS AIRES,-59.78887,-34.17453
Duales (líquidos + GNC),YPF,LIBEROIL SRL,30-67791118-9,av. eva peron 3750,MERLO,BUENOS AIRES,-58.68563,-34.68731
Combustibles líquidos únicamente,YPF,KM 248 S.R.L,30-70839168-5,RUTA 14 KM 248,COLONIA YERUA,ENTRE RIOS,-58.13372,-31.45352
Duales (líquidos + GNC),YPF,DUFAU HNOS S.A.,30-69411728-3,JUAN M DE ROSAS 19469,VIRREY DEL PINO,BUENOS AIRES,-58.63488,-34.80614
Duales (líquidos + GNC),YPF,AGLP SA,30-70715847-2,BLAS PARERA 935,ITUZAINGO,BUENOS AIRES,-58.66367,-34.66918
Duales (líquidos + GNC),YPF,TRESTON SA,33-70886298-9,AV. DE LA CALLE REAL 1815,MERLO,BUENOS AIRES,-58.69812,-34.68369
